B-idx	Beta	Energy	Acceptance
1	2107.620401	-0.003393	1.000000
2	2318.382442	-0.009994	1.000000
3	2550.220686	-0.016793	1.000000
4	2805.242754	-0.022720	1.000000
5	3085.767030	-0.027754	1.000000
6	3394.343733	-0.032728	1.000000
7	3733.778106	-0.039075	1.000000
8	4107.155917	-0.046042	0.900000
9	4517.871508	-0.049113	1.000000
10	4969.658659	-0.054548	1.000000
