B-idx	It-idx	Energy	Acceptance~
1	14	-0.0468177	0.15
1	15	-0.0477313	0.16
1	16	-0.0481793	0.17
1	17	-0.0481793	0.18
1	18	-0.0483098	0.19
1	19	-0.048521	0.2
1	20	-0.0493138	0.21
1	21	-0.049447	0.22
1	22	-0.0499957	0.23
1	23	-0.0499957	0.24
1	24	-0.0509988	0.25
1	25	-0.0513001	0.26
1	26	-0.0522462	0.27
1	27	-0.0529977	0.28
1	28	-0.053496	0.29
1	29	-0.053496	0.3
1	30	-0.0543171	0.31
1	31	-0.0549533	0.32
1	32	-0.0551067	0.33
1	33	-0.0553652	0.34
1	34	-0.056122	0.35
1	35	-0.056636	0.36
1	36	-0.0570843	0.37
1	37	-0.0570844	0.38
1	38	-0.0570844	0.39
1	39	-0.0579449	0.4
1	40	-0.0586221	0.41
1	41	-0.0592463	0.42
1	42	-0.0592463	0.43
1	43	-0.0599097	0.44
1	44	-0.0599097	0.45
1	45	-0.0599568	0.46
1	46	-0.0599568	0.47
1	47	-0.0599568	0.48
1	48	-0.0608971	0.49
1	49	-0.0616503	0.5
1	50	-0.0620463	0.51
1	51	-0.0629603	0.52
1	52	-0.0639876	0.53
1	53	-0.06495	0.54
1	54	-0.0649824	0.55
1	55	-0.0649824	0.56
1	56	-0.0656053	0.57
1	57	-0.0656053	0.58
1	58	-0.0664139	0.59
1	59	-0.0664139	0.6
1	60	-0.0672339	0.61
1	61	-0.0672339	0.62
1	62	-0.0672339	0.63
1	63	-0.0672339	0.64
1	64	-0.0673087	0.65
1	65	-0.067982	0.66
1	66	-0.067982	0.66
1	67	-0.0684795	0.67
1	68	-0.069319	0.68
1	69	-0.0702412	0.69
1	70	-0.0702412	0.7
1	71	-0.0712541	0.71
1	72	-0.072258	0.72
1	73	-0.0726022	0.73
1	74	-0.07273	0.74
1	75	-0.07273	0.75
1	76	-0.0729105	0.76
1	77	-0.0731932	0.77
1	78	-0.0736898	0.78
1	79	-0.0739057	0.79
1	80	-0.0740216	0.8
1	81	-0.0747549	0.81
1	82	-0.0755662	0.82
1	83	-0.0757951	0.83
1	84	-0.075983	0.84
1	85	-0.075983	0.85
1	86	-0.075983	0.86
1	87	-0.0761899	0.87
1	88	-0.0767137	0.88
1	89	-0.0767137	0.89
1	90	-0.0776616	0.9
1	91	-0.0776616	0.91
1	92	-0.0776616	0.92
1	93	-0.0776616	0.93
1	94	-0.0785254	0.94
1	95	-0.0792376	0.95
1	96	-0.0795224	0.96
1	97	-0.0798144	0.97
1	98	-0.0798144	0.98
1	99	-0.0804458	0.99
2	0	-0.0805517	0.01
2	1	-0.0805658	0.02
2	2	-0.0805769	0.03
2	3	-0.080459	0.04
2	4	-0.080459	0.05
2	5	-0.0807581	0.06
2	6	-0.0807581	0.07
2	7	-0.0813277	0.08
2	8	-0.0823175	0.09
2	9	-0.0823971	0.1
2	10	-0.0827011	0.11
2	11	-0.0834081	0.12
2	12	-0.0838854	0.13
2	13	-0.0838854	0.14
2	14	-0.0847077	0.15
2	15	-0.0856128	0.16
2	16	-0.0863317	0.17
2	17	-0.0863317	0.18
2	18	-0.0863317	0.19
2	19	-0.0864961	0.2
2	20	-0.0867295	0.21
2	21	-0.0867296	0.22
2	22	-0.0870489	0.23
2	23	-0.087102	0.24
2	24	-0.0875375	0.25
2	25	-0.0876288	0.26
2	26	-0.0884921	0.27
2	27	-0.0893439	0.28
2	28	-0.0900393	0.29
2	29	-0.0907015	0.3
2	30	-0.0911817	0.31
2	31	-0.0919472	0.32
2	32	-0.0919472	0.33
2	33	-0.092293	0.34
2	34	-0.0926284	0.35
2	35	-0.0926284	0.36
2	36	-0.0930837	0.37
2	37	-0.0935327	0.38
2	38	-0.0941694	0.39
2	39	-0.094571	0.4
2	40	-0.0955213	0.41
2	41	-0.0955213	0.42
2	42	-0.0956715	0.43
2	43	-0.0964889	0.44
2	44	-0.0965673	0.45
2	45	-0.0969268	0.46
2	46	-0.0978933	0.47
2	47	-0.0984524	0.48
2	48	-0.0991461	0.49
2	49	-0.0991461	0.5
2	50	-0.0995797	0.51
2	51	-0.0995797	0.52
2	52	-0.0995797	0.53
2	53	-0.100394	0.54
2	54	-0.100394	0.55
2	55	-0.100774	0.56
2	56	-0.100774	0.57
2	57	-0.101322	0.58
2	58	-0.101322	0.59
2	59	-0.101322	0.6
2	60	-0.102121	0.61
2	61	-0.103112	0.62
2	62	-0.103112	0.63
2	63	-0.103112	0.64
2	64	-0.103178	0.65
2	65	-0.103178	0.66
2	66	-0.103302	0.67
2	67	-0.103878	0.68
2	68	-0.103907	0.69
2	69	-0.103907	0.7
2	70	-0.104405	0.71
2	71	-0.104405	0.72
2	72	-0.10458	0.73
2	73	-0.104633	0.74
2	74	-0.105662	0.75
2	75	-0.106249	0.76
2	76	-0.106249	0.77
2	77	-0.106249	0.78
2	78	-0.106249	0.79
2	79	-0.106378	0.8
2	80	-0.106716	0.81
2	81	-0.106716	0.82
2	82	-0.106717	0.83
2	83	-0.10773	0.84
2	84	-0.10773	0.85
2	85	-0.107873	0.86
2	86	-0.107873	0.87
2	87	-0.107873	0.88
2	88	-0.107873	0.89
2	89	-0.107873	0.9
2	90	-0.107873	0.91
2	91	-0.108212	0.92
2	92	-0.108894	0.93
2	93	-0.108894	0.94
2	94	-0.109246	0.95
2	95	-0.10928	0.96
2	96	-0.10928	0.97
2	97	-0.10928	0.98
2	98	-0.10928	0.99
2	99	-0.10928	1
3	0	-0.10928	0.01
3	1	-0.110094	0.02
3	2	-0.110718	0.03
3	3	-0.111243	0.04
3	4	-0.111528	0.05
3	5	-0.112291	0.06
3	6	-0.112306	0.07
3	7	-0.113109	0.08
3	8	-0.113109	0.09
3	9	-0.113109	0.1
3	10	-0.113175	0.11
3	11	-0.113606	0.12
3	12	-0.114575	0.13
3	13	-0.114575	0.14
3	14	-0.115383	0.15
3	15	-0.116458	0.16
3	16	-0.116707	0.17
3	17	-0.116707	0.18
3	18	-0.116707	0.19
3	19	-0.116779	0.2
3	20	-0.117157	0.21
3	21	-0.117157	0.22
3	22	-0.117157	0.23
3	23	-0.117157	0.24
3	24	-0.117602	0.25
3	25	-0.117602	0.25
3	26	-0.117602	0.26
3	27	-0.117602	0.27
3	28	-0.117602	0.28
3	29	-0.118154	0.29
3	30	-0.118508	0.3
3	31	-0.118508	0.31
3	32	-0.118508	0.32
3	33	-0.11885	0.33
3	34	-0.118886	0.34
3	35	-0.118886	0.35
3	36	-0.118886	0.36
3	37	-0.118886	0.37
3	38	-0.118886	0.38
3	39	-0.119788	0.39
3	40	-0.119788	0.4
3	41	-0.120187	0.41
3	42	-0.120187	0.42
3	43	-0.120187	0.43
3	44	-0.120187	0.44
3	45	-0.120187	0.45
3	46	-0.120187	0.46
3	47	-0.120187	0.47
3	48	-0.120187	0.48
3	49	-0.121031	0.49
3	50	-0.121493	0.5
3	51	-0.122344	0.51
3	52	-0.122425	0.52
3	53	-0.122662	0.53
3	54	-0.123797	0.54
3	55	-0.124519	0.55
3	56	-0.125229	0.56
3	57	-0.125819	0.57
3	58	-0.126188	0.58
3	59	-0.126188	0.59
3	60	-0.126692	0.6
3	61	-0.126692	0.61
3	62	-0.126692	0.62
3	63	-0.12755	0.63
3	64	-0.128254	0.64
3	65	-0.128254	0.65
3	66	-0.129107	0.66
3	67	-0.129107	0.67
3	68	-0.129204	0.68
3	69	-0.129204	0.69
3	70	-0.129204	0.7
3	71	-0.129204	0.71
3	72	-0.129204	0.72
3	73	-0.129543	0.73
3	74	-0.130222	0.74
3	75	-0.131015	0.75
3	76	-0.131583	0.76
3	77	-0.131583	0.77
3	78	-0.131583	0.77
3	79	-0.131755	0.78
3	80	-0.13255	0.79
3	81	-0.13255	0.8
3	82	-0.132923	0.81
3	83	-0.133411	0.82
3	84	-0.13445	0.83
3	85	-0.135518	0.84
3	86	-0.135518	0.85
3	87	-0.136248	0.86
3	88	-0.136577	0.87
3	89	-0.136881	0.88
3	90	-0.136897	0.89
3	91	-0.137981	0.9
3	92	-0.13872	0.91
3	93	-0.138721	0.92
3	94	-0.139522	0.93
3	95	-0.139522	0.94
3	96	-0.139714	0.95
3	97	-0.139978	0.96
3	98	-0.140231	0.97
3	99	-0.140231	0.98
4	0	-0.140252	0.01
4	1	-0.140252	0.02
4	2	-0.141376	0.03
4	3	-0.14211	0.04
4	4	-0.14211	0.05
4	5	-0.142999	0.06
4	6	-0.142999	0.07
4	7	-0.143587	0.08
4	8	-0.144603	0.09
4	9	-0.144603	0.1
4	10	-0.144603	0.11
4	11	-0.145493	0.12
4	12	-0.145898	0.13
4	13	-0.146664	0.14
4	14	-0.146664	0.15
4	15	-0.147542	0.16
4	16	-0.147542	0.17
4	17	-0.147542	0.18
4	18	-0.147542	0.19
4	19	-0.147542	0.2
4	20	-0.147542	0.21
4	21	-0.148018	0.22
4	22	-0.148018	0.23
4	23	-0.148018	0.24
4	24	-0.148018	0.25
4	25	-0.148078	0.26
4	26	-0.148078	0.27
4	27	-0.148078	0.28
4	28	-0.148078	0.29
4	29	-0.148078	0.3
4	30	-0.148098	0.31
4	31	-0.148738	0.32
4	32	-0.149566	0.33
4	33	-0.149566	0.34
4	34	-0.150002	0.35
4	35	-0.150872	0.36
4	36	-0.150872	0.37
4	37	-0.152078	0.38
4	38	-0.152078	0.39
4	39	-0.152498	0.4
4	40	-0.152498	0.41
4	41	-0.153102	0.42
4	42	-0.153102	0.43
4	43	-0.153988	0.44
4	44	-0.154951	0.45
4	45	-0.155136	0.46
4	46	-0.155136	0.47
4	47	-0.155136	0.48
4	48	-0.155136	0.49
4	49	-0.155522	0.5
4	50	-0.156069	0.51
4	51	-0.156069	0.52
4	52	-0.156728	0.53
4	53	-0.157466	0.54
4	54	-0.157466	0.55
4	55	-0.157466	0.56
4	56	-0.157466	0.57
4	57	-0.157466	0.58
4	58	-0.158515	0.59
4	59	-0.158642	0.6
4	60	-0.159521	0.61
4	61	-0.159521	0.62
4	62	-0.159521	0.63
4	63	-0.160143	0.64
4	64	-0.160143	0.65
4	65	-0.160143	0.66
4	66	-0.160143	0.67
4	67	-0.160952	0.68
4	68	-0.161739	0.69
4	69	-0.162939	0.7
4	70	-0.162939	0.71
4	71	-0.163767	0.72
4	72	-0.163767	0.73
4	73	-0.163767	0.74
4	74	-0.164399	0.75
4	75	-0.164399	0.75
4	76	-0.164399	0.76
4	77	-0.164399	0.77
4	78	-0.164399	0.78
4	79	-0.164399	0.79
4	80	-0.165522	0.8
4	81	-0.165522	0.81
4	82	-0.165567	0.82
4	83	-0.166421	0.83
4	84	-0.166421	0.84
4	85	-0.167526	0.85
4	86	-0.167526	0.86
4	87	-0.167526	0.87
4	88	-0.167526	0.88
4	89	-0.167643	0.89
4	90	-0.167643	0.9
4	91	-0.167643	0.91
4	92	-0.168008	0.92
4	93	-0.168008	0.93
4	94	-0.168008	0.94
4	95	-0.168008	0.95
4	96	-0.169071	0.96
4	97	-0.169525	0.97
4	98	-0.169525	0.98
4	99	-0.170165	0.99
5	0	-0.170389	0.01
5	1	-0.171453	0.02
5	2	-0.171453	0.03
5	3	-0.171453	0.04
5	4	-0.171501	0.05
5	5	-0.17175	0.06
5	6	-0.172537	0.07
5	7	-0.172537	0.08
5	8	-0.17264	0.09
5	9	-0.173525	0.1
5	10	-0.173525	0.11
5	11	-0.173525	0.12
5	12	-0.173525	0.13
5	13	-0.173525	0.14
5	14	-0.173738	0.15
5	15	-0.173738	0.16
5	16	-0.173738	0.17
5	17	-0.174819	0.18
5	18	-0.175928	0.19
5	19	-0.177061	0.2
5	20	-0.177971	0.21
5	21	-0.178214	0.22
5	22	-0.178706	0.23
5	23	-0.179732	0.24
5	24	-0.180113	0.25
5	25	-0.180196	0.26
5	26	-0.181054	0.27
5	27	-0.181054	0.28
5	28	-0.181054	0.29
5	29	-0.181329	0.3
5	30	-0.181329	0.31
5	31	-0.181579	0.32
5	32	-0.181692	0.33
5	33	-0.181692	0.34
5	34	-0.182391	0.35
5	35	-0.182391	0.36
5	36	-0.182391	0.37
5	37	-0.182391	0.38
5	38	-0.183601	0.39
5	39	-0.183601	0.4
5	40	-0.183601	0.41
5	41	-0.183601	0.42
5	42	-0.183601	0.43
5	43	-0.183601	0.44
5	44	-0.183601	0.45
5	45	-0.183601	0.46
5	46	-0.183601	0.47
5	47	-0.184565	0.48
5	48	-0.184669	0.49
5	49	-0.185189	0.5
5	50	-0.185189	0.51
5	51	-0.185189	0.52
5	52	-0.186073	0.53
5	53	-0.187112	0.54
5	54	-0.188038	0.55
5	55	-0.188161	0.56
5	56	-0.188161	0.57
5	57	-0.188161	0.58
5	58	-0.189155	0.59
5	59	-0.189594	0.6
5	60	-0.189594	0.61
5	61	-0.190004	0.62
5	62	-0.191022	0.63
5	63	-0.191733	0.64
5	64	-0.192922	0.65
5	65	-0.193296	0.66
5	66	-0.193296	0.67
5	67	-0.193629	0.68
5	68	-0.193629	0.69
5	69	-0.193629	0.7
5	70	-0.193629	0.71
5	71	-0.193629	0.72
5	72	-0.193629	0.73
5	73	-0.194001	0.74
5	74	-0.194475	0.75
5	75	-0.194475	0.76
5	76	-0.194505	0.77
5	77	-0.194615	0.78
5	78	-0.194647	0.79
5	79	-0.195755	0.8
5	80	-0.19619	0.81
5	81	-0.19619	0.82
5	82	-0.196928	0.83
5	83	-0.196928	0.84
5	84	-0.196928	0.85
5	85	-0.196928	0.86
5	86	-0.196928	0.87
5	87	-0.196928	0.88
5	88	-0.197819	0.89
5	89	-0.198711	0.9
5	90	-0.198711	0.91
5	91	-0.198711	0.92
5	92	-0.198711	0.93
5	93	-0.198711	0.94
5	94	-0.198711	0.95
5	95	-0.198711	0.96
5	96	-0.198711	0.96
5	97	-0.198973	0.97
5	98	-0.198973	0.98
5	99	-0.198973	0.99
6	0	-0.199659	0.01
6	1	-0.199659	0.02
6	2	-0.200104	0.03
6	3	-0.200636	0.04
6	4	-0.200636	0.05
6	5	-0.200636	0.06
6	6	-0.201099	0.07
6	7	-0.201099	0.08
6	8	-0.201901	0.09
6	9	-0.201901	0.1
6	10	-0.203041	0.11
6	11	-0.203295	0.12
6	12	-0.203673	0.13
6	13	-0.204732	0.14
6	14	-0.205908	0.15
6	15	-0.206436	0.16
6	16	-0.206436	0.17
6	17	-0.206436	0.18
6	18	-0.20731	0.19
6	19	-0.207951	0.2
6	20	-0.208397	0.21
6	21	-0.208398	0.22
6	22	-0.209587	0.23
6	23	-0.209956	0.24
6	24	-0.209956	0.25
6	25	-0.209956	0.26
6	26	-0.209956	0.27
6	27	-0.210404	0.28
6	28	-0.210404	0.29
6	29	-0.210404	0.3
6	30	-0.210404	0.31
6	31	-0.210554	0.32
6	32	-0.210554	0.33
6	33	-0.211061	0.34
6	34	-0.211061	0.35
6	35	-0.211345	0.36
6	36	-0.211345	0.37
6	37	-0.211345	0.38
6	38	-0.211345	0.39
6	39	-0.212131	0.4
6	40	-0.212492	0.41
6	41	-0.212492	0.42
6	42	-0.212492	0.43
6	43	-0.213711	0.44
6	44	-0.213812	0.45
6	45	-0.213812	0.46
6	46	-0.213812	0.47
6	47	-0.213812	0.48
6	48	-0.213854	0.49
6	49	-0.214519	0.5
6	50	-0.214519	0.51
6	51	-0.214678	0.52
6	52	-0.214678	0.53
6	53	-0.215915	0.54
6	54	-0.215915	0.55
6	55	-0.215915	0.56
6	56	-0.216737	0.57
6	57	-0.217422	0.58
6	58	-0.217422	0.59
6	59	-0.218039	0.6
6	60	-0.218039	0.61
6	61	-0.218377	0.62
6	62	-0.218377	0.63
6	63	-0.218273	0.64
6	64	-0.219057	0.65
6	65	-0.219057	0.66
6	66	-0.219057	0.67
6	67	-0.219696	0.68
6	68	-0.22007	0.69
6	69	-0.22127	0.7
6	70	-0.222523	0.71
6	71	-0.222523	0.72
6	72	-0.222523	0.73
6	73	-0.222523	0.74
6	74	-0.222636	0.75
6	75	-0.222873	0.76
6	76	-0.222873	0.77
6	77	-0.223902	0.78
6	78	-0.22358	0.79
6	79	-0.224491	0.8
6	80	-0.224667	0.81
6	81	-0.224667	0.82
6	82	-0.224905	0.83
6	83	-0.224905	0.84
6	84	-0.22615	0.85
6	85	-0.22615	0.86
6	86	-0.226793	0.87
6	87	-0.226796	0.88
6	88	-0.227514	0.89
6	89	-0.227514	0.9
6	90	-0.228614	0.91
6	91	-0.228956	0.92
6	92	-0.228956	0.93
6	93	-0.228956	0.94
6	94	-0.228956	0.95
6	95	-0.229604	0.96
6	96	-0.229604	0.97
6	97	-0.229604	0.98
6	98	-0.229604	0.99
6	99	-0.229604	1
7	0	-0.230748	0.01
7	1	-0.231385	0.02
7	2	-0.231385	0.03
7	3	-0.231385	0.04
7	4	-0.231385	0.05
7	5	-0.231554	0.06
7	6	-0.231554	0.07
7	7	-0.232576	0.08
7	8	-0.232576	0.09
7	9	-0.232576	0.1
7	10	-0.232576	0.11
7	11	-0.232791	0.12
7	12	-0.232791	0.13
7	13	-0.232791	0.14
7	14	-0.232791	0.15
7	15	-0.234187	0.16
7	16	-0.234187	0.17
7	17	-0.235381	0.18
7	18	-0.235381	0.19
7	19	-0.235381	0.2
7	20	-0.235381	0.21
7	21	-0.235381	0.22
7	22	-0.235381	0.23
7	23	-0.235381	0.24
7	24	-0.236317	0.25
7	25	-0.236317	0.26
7	26	-0.237335	0.27
7	27	-0.238698	0.28
7	28	-0.239259	0.29
7	29	-0.239259	0.3
7	30	-0.239259	0.31
7	31	-0.239259	0.32
7	32	-0.239259	0.33
7	33	-0.239259	0.34
7	34	-0.239259	0.35
7	35	-0.240542	0.36
7	36	-0.240825	0.37
7	37	-0.240825	0.38
7	38	-0.242011	0.39
7	39	-0.242011	0.4
7	40	-0.242496	0.41
7	41	-0.242496	0.42
7	42	-0.243239	0.43
7	43	-0.243847	0.44
7	44	-0.243847	0.45
7	45	-0.243847	0.46
7	46	-0.243847	0.47
7	47	-0.243847	0.48
7	48	-0.243847	0.49
7	49	-0.243847	0.5
7	50	-0.243847	0.51
7	51	-0.243847	0.52
7	52	-0.243847	0.53
7	53	-0.243972	0.54
7	54	-0.243972	0.55
7	55	-0.244924	0.56
7	56	-0.245878	0.57
7	57	-0.245878	0.58
7	58	-0.245878	0.59
7	59	-0.245878	0.6
7	60	-0.246228	0.61
7	61	-0.246228	0.62
7	62	-0.246228	0.63
7	63	-0.246228	0.64
7	64	-0.247455	0.65
7	65	-0.248797	0.66
7	66	-0.2488	0.67
7	67	-0.249661	0.68
7	68	-0.249736	0.69
7	69	-0.249736	0.7
7	70	-0.249736	0.71
7	71	-0.250208	0.72
7	72	-0.251574	0.73
7	73	-0.252941	0.74
7	74	-0.254087	0.75
7	75	-0.254087	0.76
7	76	-0.254087	0.76
7	77	-0.254087	0.77
7	78	-0.254087	0.78
7	79	-0.254087	0.79
7	80	-0.254269	0.8
7	81	-0.25427	0.81
7	82	-0.25427	0.81
7	83	-0.254577	0.82
7	84	-0.255311	0.83
7	85	-0.255311	0.84
7	86	-0.255311	0.85
7	87	-0.256064	0.86
7	88	-0.256769	0.87
7	89	-0.256769	0.88
7	90	-0.258034	0.89
7	91	-0.258033	0.9
7	92	-0.258033	0.91
7	93	-0.258033	0.92
7	94	-0.258033	0.93
7	95	-0.258033	0.94
7	96	-0.258033	0.95
7	97	-0.258108	0.96
7	98	-0.258108	0.97
7	99	-0.258108	0.98
8	0	-0.258108	0.01
8	1	-0.25825	0.02
8	2	-0.259166	0.03
8	3	-0.259166	0.04
8	4	-0.259166	0.05
8	5	-0.259166	0.06
8	6	-0.260279	0.07
8	7	-0.260986	0.08
8	8	-0.260986	0.09
8	9	-0.260986	0.1
8	10	-0.260986	0.11
8	11	-0.260986	0.12
8	12	-0.260986	0.13
8	13	-0.260986	0.14
8	14	-0.260986	0.15
8	15	-0.260986	0.16
8	16	-0.260986	0.17
8	17	-0.262338	0.18
8	18	-0.262338	0.19
8	19	-0.262338	0.19
8	20	-0.263695	0.2
8	21	-0.264436	0.21
8	22	-0.265279	0.22
8	23	-0.265279	0.23
8	24	-0.265279	0.24
8	25	-0.266083	0.25
8	26	-0.266083	0.26
8	27	-0.267103	0.27
8	28	-0.267636	0.28
8	29	-0.267636	0.29
8	30	-0.267642	0.3
8	31	-0.267642	0.31
8	32	-0.267642	0.32
8	33	-0.267642	0.33
8	34	-0.268743	0.34
8	35	-0.268743	0.35
8	36	-0.269698	0.36
8	37	-0.269698	0.37
8	38	-0.269698	0.38
8	39	-0.269698	0.39
8	40	-0.269698	0.4
8	41	-0.269698	0.41
8	42	-0.269966	0.42
8	43	-0.269903	0.43
8	44	-0.269903	0.44
8	45	-0.269903	0.45
8	46	-0.271247	0.46
8	47	-0.272458	0.47
8	48	-0.272458	0.48
8	49	-0.272852	0.49
8	50	-0.272852	0.5
8	51	-0.273764	0.51
8	52	-0.273763	0.52
8	53	-0.274689	0.53
8	54	-0.275728	0.54
8	55	-0.276157	0.55
8	56	-0.276517	0.56
8	57	-0.276516	0.57
8	58	-0.276517	0.58
8	59	-0.276517	0.59
8	60	-0.276517	0.6
8	61	-0.277588	0.61
8	62	-0.277588	0.62
8	63	-0.277588	0.63
8	64	-0.277588	0.64
8	65	-0.277588	0.65
8	66	-0.277588	0.66
8	67	-0.277588	0.67
8	68	-0.277587	0.68
8	69	-0.277588	0.69
8	70	-0.277588	0.7
8	71	-0.278984	0.71
8	72	-0.279304	0.72
8	73	-0.279304	0.73
8	74	-0.279304	0.74
8	75	-0.279304	0.75
8	76	-0.279304	0.76
8	77	-0.279304	0.77
8	78	-0.279305	0.78
8	79	-0.279852	0.79
8	80	-0.279852	0.8
8	81	-0.280774	0.81
8	82	-0.280774	0.82
8	83	-0.281773	0.83
8	84	-0.28308	0.84
8	85	-0.28308	0.85
8	86	-0.28308	0.86
8	87	-0.28328	0.87
8	88	-0.28328	0.88
8	89	-0.283298	0.89
8	90	-0.283674	0.9
8	91	-0.283674	0.91
8	92	-0.283674	0.92
8	93	-0.283674	0.93
8	94	-0.283674	0.94
8	95	-0.284077	0.95
8	96	-0.284077	0.96
8	97	-0.284077	0.97
8	98	-0.284077	0.98
8	99	-0.284818	0.99
9	0	-0.284959	0.01
9	1	-0.285793	0.02
9	2	-0.285793	0.03
9	3	-0.285793	0.04
9	4	-0.285793	0.05
9	5	-0.285793	0.06
9	6	-0.285793	0.07
9	7	-0.286183	0.08
9	8	-0.286183	0.09
9	9	-0.286934	0.1
9	10	-0.287203	0.11
9	11	-0.287203	0.12
9	12	-0.288021	0.13
9	13	-0.289492	0.14
9	14	-0.289492	0.15
9	15	-0.290708	0.16
9	16	-0.291979	0.17
9	17	-0.293375	0.18
9	18	-0.293375	0.19
9	19	-0.294809	0.2
9	20	-0.294809	0.21
9	21	-0.295848	0.22
9	22	-0.295848	0.23
9	23	-0.297066	0.24
9	24	-0.298117	0.25
9	25	-0.298117	0.26
9	26	-0.298117	0.27
9	27	-0.299386	0.28
9	28	-0.300755	0.29
9	29	-0.300755	0.3
9	30	-0.300755	0.31
9	31	-0.300755	0.32
9	32	-0.300755	0.33
9	33	-0.300755	0.34
9	34	-0.301087	0.35
9	35	-0.300589	0.36
9	36	-0.301465	0.37
9	37	-0.302089	0.38
9	38	-0.303191	0.39
9	39	-0.303191	0.4
9	40	-0.303191	0.41
9	41	-0.303191	0.42
9	42	-0.304337	0.43
9	43	-0.304337	0.44
9	44	-0.304337	0.45
9	45	-0.304787	0.46
9	46	-0.305974	0.47
9	47	-0.305974	0.48
9	48	-0.305974	0.49
9	49	-0.306231	0.5
9	50	-0.307657	0.51
9	51	-0.308133	0.52
9	52	-0.308133	0.53
9	53	-0.308133	0.54
9	54	-0.308133	0.55
9	55	-0.308319	0.56
9	56	-0.308319	0.57
9	57	-0.308497	0.58
9	58	-0.30991	0.59
9	59	-0.30991	0.6
9	60	-0.30991	0.61
9	61	-0.30991	0.62
9	62	-0.310886	0.63
9	63	-0.310886	0.64
9	64	-0.310886	0.65
9	65	-0.310886	0.66
9	66	-0.310886	0.67
9	67	-0.310886	0.68
9	68	-0.310886	0.69
9	69	-0.310886	0.7
9	70	-0.312394	0.71
9	71	-0.312394	0.72
9	72	-0.312808	0.73
9	73	-0.313446	0.74
9	74	-0.313446	0.75
9	75	-0.314185	0.76
9	76	-0.314185	0.77
9	77	-0.314185	0.78
9	78	-0.314185	0.79
9	79	-0.314875	0.8
9	80	-0.315291	0.81
