B-idx	It-idx	Energy	Acceptance~
9	81	-0.315291	0.82
9	82	-0.31604	0.83
9	83	-0.31604	0.84
9	84	-0.31604	0.85
9	85	-0.316905	0.86
9	86	-0.318215	0.87
9	87	-0.319384	0.88
9	88	-0.319384	0.89
9	89	-0.319805	0.9
9	90	-0.319805	0.91
9	91	-0.319805	0.92
9	92	-0.319805	0.92
9	93	-0.320433	0.93
9	94	-0.321176	0.94
9	95	-0.321176	0.95
9	96	-0.321176	0.96
9	97	-0.32135	0.97
9	98	-0.32135	0.98
9	99	-0.32135	0.99
10	0	-0.32135	0
10	1	-0.321696	0.01
10	2	-0.322774	0.02
10	3	-0.322774	0.03
10	4	-0.322774	0.03
10	5	-0.322774	0.04
10	6	-0.322774	0.05
10	7	-0.322774	0.06
10	8	-0.322774	0.07
10	9	-0.322774	0.08
10	10	-0.322774	0.09
10	11	-0.322774	0.1
10	12	-0.322774	0.11
10	13	-0.322774	0.12
10	14	-0.322774	0.13
10	15	-0.322775	0.14
10	16	-0.322849	0.15
10	17	-0.322849	0.16
10	18	-0.322849	0.17
10	19	-0.324293	0.18
10	20	-0.324293	0.19
10	21	-0.324293	0.2
10	22	-0.325482	0.21
10	23	-0.325482	0.22
10	24	-0.325482	0.23
10	25	-0.325482	0.24
10	26	-0.325827	0.25
10	27	-0.325827	0.26
10	28	-0.325827	0.27
10	29	-0.325827	0.28
10	30	-0.325945	0.29
10	31	-0.325945	0.3
10	32	-0.325995	0.31
10	33	-0.325995	0.32
10	34	-0.325995	0.33
10	35	-0.326244	0.34
10	36	-0.326244	0.34
10	37	-0.326244	0.35
10	38	-0.326244	0.36
10	39	-0.326244	0.37
10	40	-0.326599	0.38
10	41	-0.326599	0.39
10	42	-0.326599	0.4
10	43	-0.327994	0.41
10	44	-0.327994	0.41
10	45	-0.329067	0.42
10	46	-0.329067	0.43
10	47	-0.329986	0.44
10	48	-0.329986	0.45
10	49	-0.33035	0.46
10	50	-0.331191	0.47
10	51	-0.331775	0.48
10	52	-0.331775	0.49
10	53	-0.331775	0.5
10	54	-0.333241	0.51
10	55	-0.333778	0.52
10	56	-0.333778	0.53
10	57	-0.333778	0.54
10	58	-0.333778	0.55
10	59	-0.333778	0.56
10	60	-0.334916	0.57
10	61	-0.334916	0.58
10	62	-0.336106	0.59
10	63	-0.336668	0.6
10	64	-0.336668	0.61
10	65	-0.336668	0.62
10	66	-0.337823	0.63
10	67	-0.339366	0.64
10	68	-0.339366	0.65
10	69	-0.339366	0.66
10	70	-0.339385	0.67
10	71	-0.339385	0.68
10	72	-0.339385	0.69
10	73	-0.339712	0.7
10	74	-0.339712	0.71
10	75	-0.339713	0.72
10	76	-0.340458	0.73
10	77	-0.340458	0.74
10	78	-0.340458	0.75
10	79	-0.340458	0.76
10	80	-0.340458	0.77
10	81	-0.340458	0.78
10	82	-0.340634	0.79
10	83	-0.340634	0.8
10	84	-0.340634	0.81
10	85	-0.340634	0.82
10	86	-0.340634	0.83
10	87	-0.342018	0.84
10	88	-0.34338	0.85
10	89	-0.34338	0.86
10	90	-0.34338	0.87
10	91	-0.34338	0.88
10	92	-0.34338	0.89
10	93	-0.344227	0.9
10	94	-0.344227	0.91
10	95	-0.344227	0.92
10	96	-0.34465	0.93
10	97	-0.34465	0.94
10	98	-0.344841	0.95
10	99	-0.344841	0.96
11	0	-0.345542	0.01
11	1	-0.345542	0.02
11	2	-0.345542	0.03
11	3	-0.345542	0.04
11	4	-0.345991	0.05
11	5	-0.345991	0.06
11	6	-0.345991	0.07
11	7	-0.346005	0.08
11	8	-0.346005	0.09
11	9	-0.347298	0.1
11	10	-0.347416	0.11
11	11	-0.347416	0.12
11	12	-0.347416	0.13
11	13	-0.347416	0.14
11	14	-0.348533	0.15
11	15	-0.350003	0.16
11	16	-0.351412	0.17
11	17	-0.351412	0.18
11	18	-0.351412	0.19
11	19	-0.351413	0.2
11	20	-0.352546	0.21
11	21	-0.352546	0.22
11	22	-0.354255	0.23
11	23	-0.354255	0.24
11	24	-0.354968	0.25
11	25	-0.354968	0.26
11	26	-0.355299	0.27
11	27	-0.355299	0.28
11	28	-0.355299	0.28
11	29	-0.355299	0.29
11	30	-0.355299	0.3
11	31	-0.355299	0.31
11	32	-0.355299	0.32
11	33	-0.35593	0.33
11	34	-0.35593	0.34
11	35	-0.35593	0.35
11	36	-0.35754	0.36
11	37	-0.35754	0.37
11	38	-0.35754	0.38
11	39	-0.35754	0.39
11	40	-0.35754	0.4
11	41	-0.35754	0.41
11	42	-0.35754	0.42
11	43	-0.35754	0.43
11	44	-0.35754	0.44
11	45	-0.35754	0.45
11	46	-0.358003	0.46
11	47	-0.358003	0.47
11	48	-0.358003	0.48
11	49	-0.359623	0.49
11	50	-0.359623	0.5
11	51	-0.359623	0.51
11	52	-0.36133	0.52
11	53	-0.36133	0.53
11	54	-0.36133	0.54
11	55	-0.363027	0.55
11	56	-0.363027	0.56
11	57	-0.363027	0.57
11	58	-0.363027	0.58
11	59	-0.363027	0.59
11	60	-0.363027	0.6
11	61	-0.363027	0.61
11	62	-0.364082	0.62
11	63	-0.364082	0.63
11	64	-0.365449	0.64
11	65	-0.365449	0.65
11	66	-0.365449	0.66
11	67	-0.366394	0.67
11	68	-0.366394	0.68
11	69	-0.366394	0.69
11	70	-0.367581	0.7
11	71	-0.367581	0.71
11	72	-0.368487	0.72
11	73	-0.368499	0.73
11	74	-0.368499	0.74
11	75	-0.368499	0.75
11	76	-0.368499	0.76
11	77	-0.368499	0.77
11	78	-0.368499	0.78
11	79	-0.368499	0.79
11	80	-0.368499	0.8
11	81	-0.368499	0.81
11	82	-0.368499	0.82
11	83	-0.368499	0.83
11	84	-0.368499	0.84
11	85	-0.368499	0.85
11	86	-0.368499	0.86
11	87	-0.369883	0.87
11	88	-0.370856	0.88
11	89	-0.370856	0.89
11	90	-0.370856	0.9
11	91	-0.370856	0.91
11	92	-0.370922	0.92
11	93	-0.370922	0.93
11	94	-0.370922	0.94
11	95	-0.370922	0.95
11	96	-0.370922	0.96
11	97	-0.370922	0.97
11	98	-0.372045	0.98
11	99	-0.372457	0.99
12	0	-0.372457	0.01
12	1	-0.372457	0.02
12	2	-0.372457	0.03
12	3	-0.374208	0.04
12	4	-0.374208	0.05
12	5	-0.374208	0.06
12	6	-0.374208	0.07
12	7	-0.374208	0.08
12	8	-0.37452	0.09
12	9	-0.37452	0.1
12	10	-0.374656	0.11
12	11	-0.374656	0.12
12	12	-0.374656	0.13
12	13	-0.376054	0.14
12	14	-0.376358	0.15
12	15	-0.377619	0.16
12	16	-0.379297	0.17
12	17	-0.38033	0.18
12	18	-0.38033	0.18
12	19	-0.38033	0.19
12	20	-0.381435	0.2
12	21	-0.381435	0.21
12	22	-0.382457	0.22
12	23	-0.383853	0.23
12	24	-0.385302	0.24
12	25	-0.385302	0.25
12	26	-0.385302	0.26
12	27	-0.385302	0.27
12	28	-0.386557	0.28
12	29	-0.386557	0.29
12	30	-0.386557	0.3
12	31	-0.386557	0.31
12	32	-0.386557	0.32
12	33	-0.386557	0.33
12	34	-0.386952	0.34
12	35	-0.386952	0.35
12	36	-0.386952	0.36
12	37	-0.387836	0.37
12	38	-0.387836	0.38
12	39	-0.388792	0.39
12	40	-0.389927	0.4
12	41	-0.390769	0.41
12	42	-0.390769	0.42
12	43	-0.390769	0.43
12	44	-0.390769	0.44
12	45	-0.39077	0.45
12	46	-0.39077	0.46
12	47	-0.392374	0.47
12	48	-0.392374	0.48
12	49	-0.392374	0.49
12	50	-0.393531	0.5
12	51	-0.393531	0.51
12	52	-0.393528	0.52
12	53	-0.393528	0.53
12	54	-0.393528	0.54
12	55	-0.393528	0.55
12	56	-0.393528	0.56
12	57	-0.394761	0.57
12	58	-0.394762	0.58
12	59	-0.395359	0.59
12	60	-0.395359	0.6
12	61	-0.395359	0.61
12	62	-0.395923	0.62
12	63	-0.396865	0.63
12	64	-0.398009	0.64
12	65	-0.398694	0.65
12	66	-0.399809	0.66
12	67	-0.399809	0.67
12	68	-0.399809	0.68
12	69	-0.399809	0.69
12	70	-0.399809	0.7
12	71	-0.399809	0.71
12	72	-0.399809	0.72
12	73	-0.399809	0.73
12	74	-0.40097	0.74
12	75	-0.401137	0.75
12	76	-0.401137	0.76
12	77	-0.401137	0.77
12	78	-0.401269	0.78
12	79	-0.401269	0.79
12	80	-0.402775	0.8
12	81	-0.402775	0.81
12	82	-0.404037	0.82
12	83	-0.404037	0.83
12	84	-0.405464	0.84
12	85	-0.405464	0.85
12	86	-0.4068	0.86
12	87	-0.408446	0.87
12	88	-0.408446	0.88
12	89	-0.409004	0.89
12	90	-0.4102	0.9
12	91	-0.4102	0.91
12	92	-0.411734	0.92
12	93	-0.412077	0.93
12	94	-0.412077	0.94
12	95	-0.412077	0.95
12	96	-0.412077	0.96
12	97	-0.412077	0.97
12	98	-0.413318	0.98
12	99	-0.413318	0.99
13	0	-0.413318	0.01
13	1	-0.413318	0.02
13	2	-0.414073	0.03
13	3	-0.414073	0.04
13	4	-0.414934	0.05
13	5	-0.414933	0.06
13	6	-0.414933	0.07
13	7	-0.416097	0.08
13	8	-0.416097	0.09
13	9	-0.416905	0.1
13	10	-0.416905	0.11
13	11	-0.417682	0.12
13	12	-0.419042	0.13
13	13	-0.420558	0.14
13	14	-0.420558	0.15
13	15	-0.421109	0.16
13	16	-0.42223	0.17
13	17	-0.42223	0.18
13	18	-0.42223	0.19
13	19	-0.42223	0.2
13	20	-0.42223	0.21
13	21	-0.422231	0.22
13	22	-0.42288	0.23
13	23	-0.42288	0.24
13	24	-0.422888	0.25
13	25	-0.422888	0.26
13	26	-0.422888	0.27
13	27	-0.422888	0.28
13	28	-0.422888	0.29
13	29	-0.422888	0.3
13	30	-0.422888	0.31
13	31	-0.422888	0.32
13	32	-0.424182	0.33
13	33	-0.424182	0.34
13	34	-0.424182	0.35
13	35	-0.424738	0.36
13	36	-0.424738	0.37
13	37	-0.425758	0.38
13	38	-0.426271	0.39
13	39	-0.427874	0.4
13	40	-0.427874	0.41
13	41	-0.427874	0.42
13	42	-0.427874	0.42
13	43	-0.429644	0.43
13	44	-0.429644	0.44
13	45	-0.429644	0.45
13	46	-0.429644	0.46
13	47	-0.429644	0.47
13	48	-0.429645	0.48
13	49	-0.429645	0.49
13	50	-0.429645	0.5
13	51	-0.430735	0.51
13	52	-0.431481	0.52
13	53	-0.431481	0.53
13	54	-0.431481	0.54
13	55	-0.43314	0.55
13	56	-0.433177	0.56
13	57	-0.433177	0.57
13	58	-0.434591	0.58
13	59	-0.434591	0.59
13	60	-0.434591	0.6
13	61	-0.434591	0.61
13	62	-0.434895	0.62
13	63	-0.434895	0.63
13	64	-0.435904	0.64
13	65	-0.435904	0.65
13	66	-0.435904	0.66
13	67	-0.435961	0.67
13	68	-0.436068	0.68
13	69	-0.436441	0.69
13	70	-0.436441	0.7
13	71	-0.436441	0.71
13	72	-0.436441	0.72
13	73	-0.436441	0.73
13	74	-0.436441	0.74
13	75	-0.436441	0.75
13	76	-0.436441	0.76
13	77	-0.436441	0.77
13	78	-0.436441	0.78
13	79	-0.436441	0.79
13	80	-0.436441	0.8
13	81	-0.437044	0.81
13	82	-0.437044	0.82
13	83	-0.437044	0.82
13	84	-0.438437	0.83
13	85	-0.439967	0.84
13	86	-0.439967	0.85
13	87	-0.441738	0.86
13	88	-0.441738	0.87
13	89	-0.442164	0.88
13	90	-0.442164	0.89
13	91	-0.442851	0.9
13	92	-0.442851	0.91
13	93	-0.442851	0.92
13	94	-0.442851	0.93
13	95	-0.443391	0.94
13	96	-0.443391	0.95
13	97	-0.443391	0.96
13	98	-0.443391	0.97
13	99	-0.443391	0.98
14	0	-0.443391	0.01
14	1	-0.443391	0.02
14	2	-0.44458	0.03
14	3	-0.44458	0.04
14	4	-0.44458	0.05
14	5	-0.44458	0.06
14	6	-0.44458	0.07
14	7	-0.44458	0.08
14	8	-0.44458	0.09
14	9	-0.445685	0.1
14	10	-0.447309	0.11
14	11	-0.447309	0.12
14	12	-0.447309	0.13
14	13	-0.447309	0.14
14	14	-0.447309	0.15
14	15	-0.447309	0.16
14	16	-0.447309	0.17
14	17	-0.448181	0.18
14	18	-0.448503	0.19
14	19	-0.448503	0.2
14	20	-0.448503	0.21
14	21	-0.448503	0.22
14	22	-0.448503	0.23
14	23	-0.450009	0.24
14	24	-0.450566	0.25
14	25	-0.4507	0.26
14	26	-0.4507	0.27
14	27	-0.4507	0.27
14	28	-0.4507	0.28
14	29	-0.4507	0.29
14	30	-0.450767	0.3
14	31	-0.450767	0.31
14	32	-0.450767	0.32
14	33	-0.45226	0.33
14	34	-0.45226	0.34
14	35	-0.45226	0.34
14	36	-0.453303	0.35
14	37	-0.453303	0.36
14	38	-0.453491	0.37
14	39	-0.453491	0.38
14	40	-0.454339	0.39
14	41	-0.455336	0.4
14	42	-0.455899	0.41
14	43	-0.45711	0.42
14	44	-0.457629	0.43
14	45	-0.457729	0.44
14	46	-0.457729	0.45
14	47	-0.458985	0.46
14	48	-0.458985	0.47
14	49	-0.458985	0.48
14	50	-0.459375	0.49
14	51	-0.459375	0.5
14	52	-0.459375	0.51
14	53	-0.459375	0.52
14	54	-0.460273	0.53
14	55	-0.460273	0.54
14	56	-0.461311	0.55
14	57	-0.462128	0.56
14	58	-0.462128	0.57
14	59	-0.462128	0.58
14	60	-0.462191	0.59
14	61	-0.462191	0.6
14	62	-0.462191	0.61
14	63	-0.46293	0.62
14	64	-0.46293	0.63
14	65	-0.464877	0.64
14	66	-0.464877	0.65
14	67	-0.466062	0.66
14	68	-0.467963	0.67
14	69	-0.468347	0.68
14	70	-0.468347	0.69
14	71	-0.468347	0.7
14	72	-0.470085	0.71
14	73	-0.471529	0.72
14	74	-0.471529	0.73
14	75	-0.471529	0.74
14	76	-0.471529	0.75
14	77	-0.471529	0.76
14	78	-0.471529	0.77
14	79	-0.472976	0.78
14	80	-0.472976	0.79
14	81	-0.473245	0.8
14	82	-0.473245	0.81
14	83	-0.473245	0.82
14	84	-0.473245	0.83
14	85	-0.473245	0.84
14	86	-0.473245	0.85
14	87	-0.473245	0.86
14	88	-0.473245	0.87
14	89	-0.473245	0.88
14	90	-0.473245	0.89
14	91	-0.473245	0.9
14	92	-0.474891	0.91
14	93	-0.476305	0.92
14	94	-0.478171	0.93
14	95	-0.480038	0.94
14	96	-0.480038	0.95
14	97	-0.480038	0.96
14	98	-0.480409	0.97
14	99	-0.480409	0.98
15	0	-0.480409	0.01
15	1	-0.480409	0.02
15	2	-0.481619	0.03
15	3	-0.483437	0.04
15	4	-0.483437	0.05
15	5	-0.484127	0.06
15	6	-0.484127	0.07
15	7	-0.484127	0.08
15	8	-0.484127	0.09
15	9	-0.484127	0.1
15	10	-0.48611	0.11
15	11	-0.48611	0.12
15	12	-0.48611	0.13
15	13	-0.48611	0.14
15	14	-0.487817	0.15
15	15	-0.488349	0.16
15	16	-0.488349	0.16
15	17	-0.488342	0.17
15	18	-0.488342	0.18
15	19	-0.490247	0.19
15	20	-0.490247	0.2
15	21	-0.491994	0.21
15	22	-0.491994	0.22
15	23	-0.491994	0.23
15	24	-0.491994	0.24
15	25	-0.493727	0.25
15	26	-0.493727	0.26
15	27	-0.494066	0.27
15	28	-0.495692	0.28
15	29	-0.495692	0.28
15	30	-0.495692	0.29
15	31	-0.497216	0.3
15	32	-0.497216	0.31
15	33	-0.497216	0.32
15	34	-0.497216	0.33
15	35	-0.498451	0.34
15	36	-0.498451	0.35
15	37	-0.500374	0.36
15	38	-0.500374	0.37
15	39	-0.500374	0.38
15	40	-0.501904	0.39
15	41	-0.501904	0.39
15	42	-0.501904	0.4
15	43	-0.501904	0.41
15	44	-0.501904	0.42
15	45	-0.50329	0.43
15	46	-0.50329	0.44
15	47	-0.50329	0.45
15	48	-0.50329	0.46
15	49	-0.503282	0.47
15	50	-0.503282	0.48
15	51	-0.504131	0.49
15	52	-0.504131	0.5
15	53	-0.504131	0.51
15	54	-0.504131	0.51
15	55	-0.504131	0.52
15	56	-0.504131	0.53
15	57	-0.504131	0.54
15	58	-0.505927	0.55
15	59	-0.505927	0.56
15	60	-0.506666	0.57
15	61	-0.506666	0.57
15	62	-0.508457	0.58
15	63	-0.508457	0.59
15	64	-0.509746	0.6
15	65	-0.511086	0.61
15	66	-0.511086	0.61
15	67	-0.511086	0.62
15	68	-0.511086	0.63
15	69	-0.511086	0.64
15	70	-0.511086	0.65
15	71	-0.512312	0.66
15	72	-0.513963	0.67
15	73	-0.513963	0.68
15	74	-0.513964	0.69
15	75	-0.515705	0.7
15	76	-0.515705	0.71
15	77	-0.515898	0.72
15	78	-0.515898	0.72
15	79	-0.515898	0.73
15	80	-0.517712	0.74
15	81	-0.51786	0.75
15	82	-0.519509	0.76
15	83	-0.520965	0.77
15	84	-0.520965	0.78
15	85	-0.521644	0.79
15	86	-0.521644	0.8
15	87	-0.521644	0.81
15	88	-0.521644	0.81
15	89	-0.52268	0.82
15	90	-0.52268	0.83
15	91	-0.52268	0.83
15	92	-0.524097	0.84
15	93	-0.524096	0.85
15	94	-0.524096	0.86
15	95	-0.524096	0.87
15	96	-0.524096	0.88
15	97	-0.524096	0.89
15	98	-0.524096	0.9
15	99	-0.524096	0.9
16	0	-0.525024	0.01
16	1	-0.525024	0.02
16	2	-0.525024	0.03
16	3	-0.525052	0.04
16	4	-0.525052	0.05
16	5	-0.525052	0.06
16	6	-0.52571	0.07
16	7	-0.525813	0.08
16	8	-0.527506	0.09
16	9	-0.527506	0.1
16	10	-0.527506	0.11
16	11	-0.529347	0.12
16	12	-0.529347	0.13
16	13	-0.531279	0.14
16	14	-0.53224	0.15
16	15	-0.53224	0.16
16	16	-0.53224	0.17
16	17	-0
