B-idx	Beta	Energy	Acceptance
1	1930.502686	-0.005050	1.000000
2	2123.552955	-0.012872	1.000000
3	2335.908250	-0.015806	1.000000
4	2569.499075	-0.020347	1.000000
5	2826.448983	-0.024850	1.000000
6	3109.093881	-0.031307	1.000000
7	3420.003269	-0.038001	1.000000
8	3762.003596	-0.043170	1.000000
9	4138.203955	-0.046988	1.000000
10	4552.024351	-0.055396	1.000000
