Line	B-idx	Beta	It-idx	Energy	Acceptance~
66	6	3577.870935	6	-0.036580	0.7
67	6	3577.870935	7	-0.037586	0.8
68	6	3577.870935	8	-0.037737	0.9
69	6	3577.870935	9	-0.037737	1
70	7	3935.658028	0	-0.038976	0.1
71	7	3935.658028	1	-0.040380	0.2
72	7	3935.658028	2	-0.041511	0.3
73	7	3935.658028	3	-0.041790	0.4
74	7	3935.658028	4	-0.042073	0.5
75	7	3935.658028	5	-0.043356	0.6
76	7	3935.658028	6	-0.044754	0.7
77	7	3935.658028	7	-0.044754	0.8
78	7	3935.658028	8	-0.045841	0.9
79	7	3935.658028	9	-0.045841	1
80	8	4329.223831	0	-0.046246	0.1
81	8	4329.223831	1	-0.046246	0.2
82	8	4329.223831	2	-0.047326	0.3
83	8	4329.223831	3	-0.047326	0.4
84	8	4329.223831	4	-0.047326	0.5
85	8	4329.223831	5	-0.048192	0.6
86	8	4329.223831	6	-0.048474	0.7
87	8	4329.223831	7	-0.049863	0.8
88	8	4329.223831	8	-0.049863	0.9
89	8	4329.223831	9	-0.051131	1
90	9	4762.146214	0	-0.051131	0.1
91	9	4762.146214	1	-0.051131	0.2
92	9	4762.146214	2	-0.052514	0.3
93	9	4762.146214	3	-0.053036	0.4
94	9	4762.146214	4	-0.053542	0.5
95	9	4762.146214	5	-0.054643	0.6
96	9	4762.146214	6	-0.054871	0.7
97	9	4762.146214	7	-0.055967	0.8
98	9	4762.146214	8	-0.056811	0.9
99	9	4762.146214	9	-0.057219	1
100	10	5238.360836	0	-0.058405	0.1
101	10	5238.360836	1	-0.059699	0.2
102	10	5238.360836	2	-0.060562	0.3
103	10	5238.360836	3	-0.060562	0.4
104	10	5238.360836	4	-0.060562	0.5
105	10	5238.360836	5	-0.061527	0.6
106	10	5238.360836	6	-0.061527	0.7
107	10	5238.360836	7	-0.062788	0.8
108	10	5238.360836	8	-0.062788	0.9
109	10	5238.360836	9	-0.062788	1
110	11	5762.196919	0	-0.062788	0.1
111	11	5762.196919	1	-0.063371	0.2
112	11	5762.196919	2	-0.063858	0.3
113	11	5762.196919	3	-0.064812	0.4
114	11	5762.196919	4	-0.065666	0.5
115	11	5762.196919	5	-0.066313	0.6
116	11	5762.196919	6	-0.066313	0.7
117	11	5762.196919	7	-0.066709	0.8
118	11	5762.196919	8	-0.067923	0.9
119	11	5762.196919	9	-0.068526	1
120	12	6338.416611	0	-0.068969	0.1
121	12	6338.416611	1	-0.069323	0.2
122	12	6338.416611	2	-0.069789	0.3
123	12	6338.416611	3	-0.071154	0.4
124	12	6338.416611	4	-0.071616	0.5
125	12	6338.416611	5	-0.073233	0.6
126	12	6338.416611	6	-0.073233	0.7
127	12	6338.416611	7	-0.074897	0.8
128	12	6338.416611	8	-0.074897	0.9
129	12	6338.416611	9	-0.074921	1
130	13	6972.258272	0	-0.075413	0.1
131	13	6972.258272	1	-0.076453	0.2
132	13	6972.258272	2	-0.076791	0.3
133	13	6972.258272	3	-0.077628	0.4
134	13	6972.258272	4	-0.077629	0.5
135	13	6972.258272	5	-0.077628	0.6
136	13	6972.258272	6	-0.077628	0.7
137	13	6972.258272	7	-0.078417	0.8
138	13	6972.258272	8	-0.080284	0.9
139	13	6972.258272	9	-0.080284	1
140	14	7669.484100	0	-0.081151	0.1
141	14	7669.484100	1	-0.082031	0.2
142	14	7669.484100	2	-0.082031	0.3
143	14	7669.484100	3	-0.082031	0.4
144	14	7669.484100	4	-0.083339	0.5
145	14	7669.484100	5	-0.083609	0.6
146	14	7669.484100	6	-0.083609	0.7
147	14	7669.484100	7	-0.083609	0.8
148	14	7669.484100	8	-0.084654	0.9
149	14	7669.484100	9	-0.085113	1
150	15	8436.432509	0	-0.085113	0.1
151	15	8436.432509	1	-0.086044	0.2
152	15	8436.432509	2	-0.086045	0.3
153	15	8436.432509	3	-0.087650	0.4
154	15	8436.432509	4	-0.089105	0.5
155	15	8436.432509	5	-0.090708	0.6
156	15	8436.432509	6	-0.090926	0.7
157	15	8436.432509	7	-0.092314	0.8
158	15	8436.432509	8	-0.094074	0.9
159	15	8436.432509	9	-0.095157	1
160	16	9280.075760	0	-0.095157	0.1
161	16	9280.075760	1	-0.096561	0.2
162	16	9280.075760	2	-0.096561	0.3
163	16	9280.075760	3	-0.097673	0.4
164	16	9280.075760	4	-0.097672	0.5
165	16	9280.075760	5	-0.098813	0.6
166	16	9280.075760	6	-0.098812	0.7
167	16	9280.075760	7	-0.100352	0.8
168	16	9280.075760	8	-0.101977	0.9
169	16	9280.075760	9	-0.101977	1
170	17	10208.083336	0	-0.103196	0.1
171	17	10208.083336	1	-0.105130	0.2
172	17	10208.083336	2	-0.105260	0.3
173	17	10208.083336	3	-0.106742	0.4
174	17	10208.083336	4	-0.108647	0.5
175	17	10208.083336	5	-0.108646	0.6
176	17	10208.083336	6	-0.108648	0.7
177	17	10208.083336	7	-0.109427	0.8
178	17	10208.083336	8	-0.110686	0.9
179	17	10208.083336	9	-0.111041	1
180	18	11228.891670	0	-0.113278	0.1
181	18	11228.891670	1	-0.114337	0.2
182	18	11228.891670	2	-0.115833	0.3
183	18	11228.891670	3	-0.116074	0.4
184	18	11228.891670	4	-0.116074	0.5
185	18	11228.891670	5	-0.117337	0.6
186	18	11228.891670	6	-0.117337	0.7
187	18	11228.891670	7	-0.117857	0.8
188	18	11228.891670	8	-0.117857	0.9
189	18	11228.891670	9	-0.119417	1
190	19	12351.780837	0	-0.119417	0.1
191	19	12351.780837	1	-0.119670	0.2
192	19	12351.780837	2	-0.119670	0.3
193	19	12351.780837	3	-0.119670	0.4
194	19	12351.780837	4	-0.119670	0.4
195	19	12351.780837	5	-0.119670	0.5
196	19	12351.780837	6	-0.121059	0.6
197	19	12351.780837	7	-0.122255	0.7
198	19	12351.780837	8	-0.124507	0.8
199	19	12351.780837	9	-0.124507	0.9
200	20	13586.958921	0	-0.124507	0.1
201	20	13586.958921	1	-0.124507	0.2
202	20	13586.958921	2	-0.124506	0.3
203	20	13586.958921	3	-0.126007	0.4
204	20	13586.958921	4	-0.126748	0.5
205	20	13586.958921	5	-0.126748	0.6
206	20	13586.958921	6	-0.127990	0.7
207	20	13586.958921	7	-0.127990	0.8
208	20	13586.958921	8	-0.127990	0.9
209	20	13586.958921	9	-0.129853	1
210	21	14945.654813	0	-0.130646	0.1
211	21	14945.654813	1	-0.130646	0.2
212	21	14945.654813	2	-0.131564	0.3
213	21	14945.654813	3	-0.133935	0.4
214	21	14945.654813	4	-0.133938	0.5
215	21	14945.654813	5	-0.135318	0.6
216	21	14945.654813	6	-0.135318	0.7
217	21	14945.654813	7	-0.137548	0.8
218	21	14945.654813	8	-0.137548	0.9
219	21	14945.654813	9	-0.137548	1
220	22	16440.220294	0	-0.140275	0.1
221	22	16440.220294	1	-0.140275	0.2
222	22	16440.220294	2	-0.141632	0.3
223	22	16440.220294	3	-0.143779	0.4
224	22	16440.220294	4	-0.145748	0.5
225	22	16440.220294	5	-0.145748	0.6
226	22	16440.220294	6	-0.145748	0.7
227	22	16440.220294	7	-0.147120	0.8
228	22	16440.220294	8	-0.147120	0.9
229	22	16440.220294	9	-0.148087	1
230	23	18084.242324	0	-0.148470	0.1
231	23	18084.242324	1	-0.149397	0.2
232	23	18084.242324	2	-0.151848	0.3
233	23	18084.242324	3	-0.153693	0.4
234	23	18084.242324	4	-0.154729	0.5
235	23	18084.242324	5	-0.157298	0.6
236	23	18084.242324	6	-0.157297	0.7
237	23	18084.242324	7	-0.157297	0.8
238	23	18084.242324	8	-0.157297	0.9
239	23	18084.242324	9	-0.157297	1
240	24	19892.666556	0	-0.157495	0.1
241	24	19892.666556	1	-0.157725	0.2
242	24	19892.666556	2	-0.157726	0.3
243	24	19892.666556	3	-0.158759	0.4
244	24	19892.666556	4	-0.160223	0.5
245	24	19892.666556	5	-0.160223	0.6
246	24	19892.666556	6	-0.160429	0.7
247	24	19892.666556	7	-0.160429	0.8
248	24	19892.666556	8	-0.160429	0.9
249	24	19892.666556	9	-0.163420	1
250	25	21881.933212	0	-0.164709	0.1
251	25	21881.933212	1	-0.167152	0.2
252	25	21881.933212	2	-0.167152	0.3
253	25	21881.933212	3	-0.167152	0.4
254	25	21881.933212	4	-0.170297	0.5
255	25	21881.933212	5	-0.170297	0.6
256	25	21881.933212	6	-0.173446	0.7
257	25	21881.933212	7	-0.175604	0.8
258	25	21881.933212	8	-0.175605	0.9
259	25	21881.933212	9	-0.176288	1
260	26	24070.126533	0	-0.178244	0.1
261	26	24070.126533	1	-0.179454	0.2
262	26	24070.126533	2	-0.179455	0.3
263	26	24070.126533	3	-0.181268	0.4
264	26	24070.126533	4	-0.181270	0.5
265	26	24070.126533	5	-0.184280	0.6
266	26	24070.126533	6	-0.184280	0.7
267	26	24070.126533	7	-0.187632	0.8
268	26	24070.126533	8	-0.189703	0.9
269	26	24070.126533	9	-0.189703	1
270	27	26477.139186	0	-0.192191	0.1
271	27	26477.139186	1	-0.192191	0.2
272	27	26477.139186	2	-0.193745	0.3
273	27	26477.139186	3	-0.193745	0.4
274	27	26477.139186	4	-0.193746	0.5
275	27	26477.139186	5	-0.196217	0.6
276	27	26477.139186	6	-0.198341	0.7
277	27	26477.139186	7	-0.198341	0.8
278	27	26477.139186	8	-0.201817	0.9
279	27	26477.139186	9	-0.202790	1
280	28	29124.853105	0	-0.202790	0.1
281	28	29124.853105	1	-0.202791	0.2
282	28	29124.853105	2	-0.202791	0.3
283	28	29124.853105	3	-0.202791	0.4
284	28	29124.853105	4	-0.203599	0.5
285	28	29124.853105	5	-0.203599	0.6
286	28	29124.853105	6	-0.207242	0.7
287	28	29124.853105	7	-0.207767	0.8
288	28	29124.853105	8	-0.207766	0.9
289	28	29124.853105	9	-0.207766	1
290	29	32037.338415	0	-0.211535	0.1
291	29	32037.338415	1	-0.211535	0.2
292	29	32037.338415	2	-0.215559	0.3
293	29	32037.338415	3	-0.215559	0.4
294	29	32037.338415	4	-0.217902	0.5
295	29	32037.338415	5	-0.217902	0.6
296	29	32037.338415	6	-0.220888	0.7
297	29	32037.338415	7	-0.220887	0.8
298	29	32037.338415	8	-0.223337	0.9
299	29	32037.338415	9	-0.223337	1
300	30	35241.072257	0	-0.223337	0.1
301	30	35241.072257	1	-0.223337	0.2
302	30	35241.072257	2	-0.224538	0.3
303	30	35241.072257	3	-0.226442	0.4
304	30	35241.072257	4	-0.229468	0.5
305	30	35241.072257	5	-0.233559	0.6
306	30	35241.072257	6	-0.237403	0.7
307	30	35241.072257	7	-0.237402	0.8
308	30	35241.072257	8	-0.237404	0.9
309	30	35241.072257	9	-0.237401	1
310	31	38765.179482	0	-0.239993	0.1
311	31	38765.179482	1	-0.239993	0.1
312	31	38765.179482	2	-0.242184	0.2
313	31	38765.179482	3	-0.242184	0.3
314	31	38765.179482	4	-0.245105	0.4
315	31	38765.179482	5	-0.245729	0.5
316	31	38765.179482	6	-0.248297	0.6
317	31	38765.179482	7	-0.248297	0.7
318	31	38765.179482	8	-0.250592	0.8
319	31	38765.179482	9	-0.250591	0.9
320	32	42641.697431	0	-0.253196	0.1
321	32	42641.697431	1	-0.253197	0.2
322	32	42641.697431	2	-0.253208	0.3
323	32	42641.697431	3	-0.253207	0.4
324	32	42641.697431	4	-0.255962	0.5
325	32	42641.697431	5	-0.256682	0.6
326	32	42641.697431	6	-0.256820	0.7
327	32	42641.697431	7	-0.256911	0.8
328	32	42641.697431	8	-0.260996	0.9
329	32	42641.697431	9	-0.260997	1
330	33	46905.867174	0	-0.260998	0.1
331	33	46905.867174	1	-0.264863	0.2
332	33	46905.867174	2	-0.264863	0.3
333	33	46905.867174	3	-0.264897	0.4
334	33	46905.867174	4	-0.264902	0.5
335	33	46905.867174	5	-0.264902	0.6
336	33	46905.867174	6	-0.267628	0.7
337	33	46905.867174	7	-0.267628	0.8
338	33	46905.867174	8	-0.272372	0.9
339	33	46905.867174	9	-0.274508	1
340	34	51596.453891	0	-0.278155	0.1
341	34	51596.453891	1	-0.282430	0.2
342	34	51596.453891	2	-0.282430	0.3
343	34	51596.453891	3	-0.282785	0.4
344	34	51596.453891	4	-0.282786	0.5
345	34	51596.453891	5	-0.284957	0.6
346	34	51596.453891	6	-0.284957	0.6
347	34	51596.453891	7	-0.284957	0.7
348	34	51596.453891	8	-0.284956	0.8
349	34	51596.453891	9	-0.289141	0.9
350	35	56756.099280	0	-0.289276	0.1
351	35	56756.099280	1	-0.294207	0.2
352	35	56756.099280	2	-0.294207	0.3
353	35	56756.099280	3	-0.294207	0.4
354	35	56756.099280	4	-0.294207	0.4
355	35	56756.099280	5	-0.294203	0.5
356	35	56756.099280	6	-0.296909	0.6
357	35	56756.099280	7	-0.296909	0.7
358	35	56756.099280	8	-0.297656	0.8
359	35	56756.099280	9	-0.297656	0.9
360	36	62431.709208	0	-0.301180	0.1
361	36	62431.709208	1	-0.304784	0.2
362	36	62431.709208	2	-0.304783	0.3
363	36	62431.709208	3	-0.304782	0.4
364	36	62431.709208	4	-0.304782	0.5
365	36	62431.709208	5	-0.304784	0.6
366	36	62431.709208	6	-0.308234	0.7
367	36	62431.709208	7	-0.308234	0.8
368	36	62431.709208	8	-0.308960	0.9
369	36	62431.709208	9	-0.308965	1
370	37	68674.880129	0	-0.310415	0.1
371	37	68674.880129	1	-0.310415	0.2
372	37	68674.880129	2	-0.310415	0.3
373	37	68674.880129	3	-0.315199	0.4
374	37	68674.880129	4	-0.315244	0.5
375	37	68674.880129	5	-0.316682	0.6
376	37	68674.880129	6	-0.316810	0.7
377	37	68674.880129	7	-0.321885	0.8
378	37	68674.880129	8	-0.322871	0.9
379	37	68674.880129	9	-0.322872	1
380	38	75542.368142	0	-0.326703	0.1
381	38	75542.368142	1	-0.326706	0.2
382	38	75542.368142	2	-0.331964	0.3
383	38	75542.368142	3	-0.332613	0.4
384	38	75542.368142	4	-0.332617	0.5
385	38	75542.368142	5	-0.337877	0.6
386	38	75542.368142	6	-0.339932	0.7
387	38	75542.368142	7	-0.346232	0.8
388	38	75542.368142	8	-0.352104	0.9
389	38	75542.368142	9	-0.352103	1
390	39	83096.604956	0	-0.358543	0.1
391	39	83096.604956	1	-0.358543	0.2
392	39	83096.604956	2	-0.358547	0.3
393	39	83096.604956	3	-0.361205	0.4
394	39	83096.604956	4	-0.361206	0.5
395	39	83096.604956	5	-0.364608	0.6
396	39	83096.604956	6	-0.368731	0.7
397	39	83096.604956	7	-0.368731	0.8
398	39	83096.604956	8	-0.370091	0.9
399	39	83096.604956	9	-0.370091	1
400	40	91406.265452	0	-0.372050	0.1
401	40	91406.265452	1	-0.372053	0.2
402	40	91406.265452	2	-0.373256	0.3
403	40	91406.265452	3	-0.374904	0.4
404	40	91406.265452	4	-0.374902	0.5
405	40	91406.265452	5	-0.378844	0.6
406	40	91406.265452	6	-0.378844	0.6
407	40	91406.265452	7	-0.384654	0.7
408	40	91406.265452	8	-0.384654	0.8
409	40	91406.265452	9	-0.389101	0.9
410	41	100546.891997	0	-0.395655	0.1
411	41	100546.891997	1	-0.395655	0.2
412	41	100546.891997	2	-0.395655	0.3
413	41	100546.891997	3	-0.400756	0.4
414	41	100546.891997	4	-0.402682	0.5
415	41	100546.891997	5	-0.402676	0.6
416	41	100546.891997	6	-0.402676	0.7
417	41	100546.891997	7	-0.402675	0.8
418	41	100546.891997	8	-0.402677	0.9
419	41	100546.891997	9	-0.409606	1
420	42	110601.581196	0	-0.414925	0.1
421	42	110601.581196	1	-0.421098	0.2
422	42	110601.581196	2	-0.423155	0.3
423	42	110601.581196	3	-0.423156	0.4
424	42	110601.581196	4	-0.423155	0.5
425	42	110601.581196	5	-0.423733	0.6
426	42	110601.581196	6	-0.424495	0.7
427	42	110601.581196	7	-0.428873	0.8
428	42	110601.581196	8	-0.428873	0.9
429	42	110601.581196	9	-0.428872	1
430	43	121661.739316	0	-0.429380	0.1
431	43	121661.739316	1	-0.434538	0.2
432	43	121661.739316	2	-0.434539	0.3
433	43	121661.739316	3	-0.435476	0.4
434	43	121661.739316	4	-0.441526	0.5
435	43	121661.739316	5	-0.444666	0.6
436	43	121661.739316	6	-0.444668	0.7
437	43	121661.739316	7	-0.448751	0.8
438	43	121661.739316	8	-0.448751	0.9
439	43	121661.739316	9	-0.454203	1
440	44	133827.913248	0	-0.454205	0.1
441	44	133827.913248	1	-0.454205	0.2
442	44	133827.913248	2	-0.459411	0.3
443	44	133827.913248	3	-0.459412	0.4
444	44	133827.913248	4	-0.459412	0.5
445	44	133827.913248	5	-0.459418	0.6
446	44	133827.913248	6	-0.459417	0.7
447	44	133827.913248	7	-0.460049	0.8
448	44	133827.913248	8	-0.461592	0.9
449	44	133827.913248	9	-0.461592	0.9
450	45	147210.704572	0	-0.461593	0.1
451	45	147210.704572	1	-0.468837	0.2
452	45	147210.704572	2	-0.472407	0.3
453	45	147210.704572	3	-0.472414	0.4
454	45	147210.704572	4	-0.472414	0.4
455	45	147210.704572	5	-0.475969	0.5
456	45	147210.704572	6	-0.482059	0.6
457	45	147210.704572	7	-0.482067	0.7
458	45	147210.704572	8	-0.490573	0.8
459	45	147210.704572	9	-0.490574	0.9
460	46	161931.775030	0	-0.495003	0.1
461	46	161931.775030	1	-0.495002	0.2
462	46	161931.775030	2	-0.495003	0.3
463	46	161931.775030	3	-0.503836	0.4
464	46	161931.775030	4	-0.503836	0.5
465	46	161931.775030	5	-0.509342	0.6
466	46	161931.775030	6	-0.514478	0.7
467	46	161931.775030	7	-0.521778	0.8
468	46	161931.775030	8	-0.521778	0.9
469	46	161931.775030	9	-0.521777	1
470	47	178124.952532	0	-0.521777	0.1
471	47	178124.952532	1	-0.521777	0.2
472	47	178124.952532	2	-0.523022	0.3
473	47	178124.952532	3	-0.523024	0.4
474	47	178124.952532	4	-0.526212	0.5
475	47	178124.952532	5	-0.526220	0.6
476	47	178124.952532	6	-0.530897	0.7
477	47	178124.952532	7	-0.530897	0.8
478	47	178124.952532	8	-0.530897	0.9
479	47	178124.952532	9	-0.536564	1
480	48	195937.447786	0	-0.541005	0.1
481	48	195937.447786	1	-0.541007	0.2
482	48	195937.447786	2	-0.545968	0.3
483	48	195937.447786	3	-0.545967	0.4
484	48	195937.447786	4	-0.545967	0.4
485	48	195937.447786	5	-0.545967	0.5
486	48	195937.447786	6	-0.545967	0.6
487	48	195937.447786	7	-0.547354	0.7
488	48	195937.447786	8	-0.547352	0.8
489	48	195937.447786	9	-0.547352	0.9
490	49	215531.192564	0	-0.548717	0.1
491	49	215531.192564	1	-0.554130	0.2
492	49	215531.192564	2	-0.562570	0.3
493	49	215531.192564	3	-0.570212	0.4
494	49	215531.192564	4	-0.572853	0.5
495	49	215531.192564	5	-0.578472	0.6
496	49	215531.192564	6	-0.580910	0.7
497	49	215531.192564	7	-0.590921	0.8
498	49	215531.192564	8	-0.599575	0.9
499	49	215531.192564	9	-0.602367	1
500	50	237084.311821	0	-0.602367	0.1
501	50	237084.311821	1	-0.602369	0.2
502	50	237084.311821	2	-0.603702	0.3
503	50	237084.311821	3	-0.603702	0.4
504	50	237084.311821	4	-0.603706	0.5
505	50	237084.311821	5	-0.614511	0.6
506	50	237084.311821	6	-0.614518	0.7
507	50	237084.311821	7	-0.614518	0.7
508	50	237084.311821	8	-0.614518	0.8
509	50	237084.311821	9	-0.620488	0.9
510	51	260792.743003	0	-0.621876	0.1
511	51	260792.743003	1	-0.631473	0.2
512	51	260792.743003	2	-0.632271	0.3
513	51	260792.743003	3	-0.632271	0.4
514	51	260792.743003	4	-0.632270	0.5
515	51	260792.743003	5	-0.636069	0.6
516	51	260792.743003	6	-0.647616	0.7
517	51	260792.743003	7	-0.647616	0.8
518	51	260792.743003	8	-0.647616	0.9
519	51	260792.743003	9	-0.647616	1
520	52	286872.017303	0	-0.653458	0.1
521	52	286872.017303	1	-0.653458	0.2
522	52	286872.017303	2	-0.654634	0.3
523	52	286872.017303	3	-0.654634	0.4
524	52	286872.017303	4	-0.656463	0.5
525	52	286872.017303	5	-0.661359	0.6
526	52	286872.017303	6	-0.661359	0.7
527	52	286872.017303	7	-0.664462	0.8
528	52	286872.017303	8	-0.664462	0.8
529	52	286872.017303	9	-0.664464	0.9
530	53	315559.219033	0	-0.664464	0.1
531	53	315559.219033	1	-0.675468	0.2
532	53	315559.219033	2	-0.676912	0.3
533	53	315559.219033	3	-0.676912	0.4
534	53	315559.219033	4	-0.677445	0.5
535	53	315559.219033	5	-0.678837	0.6
536	53	315559.219033	6	-0.691395	0.7
537	53	315559.219033	7	-0.696489	0.8
538	53	315559.219033	8	-0.696488	0.9
539	53	315559.219033	9	-0.696593	1
540	54	347115.140937	0	-0.696593	0.1
541	54	347115.140937	1	-0.706416	0.2
542	54	347115.140937	2	-0.713709	0.3
543	54	347115.140937	3	-0.720327	0.4
544	54	347115.140937	4	-0.720327	0.5
545	54	347115.140937	5	-0.720327	0.5
546	54	347115.140937	6	-0.723953	0.6
547	54	347115.140937	7	-0.723958	0.7
548	54	347115.140937	8	-0.735428	0.8
549	54	347115.140937	9	-0.735427	0.9
550	55	381826.655030	0	-0.735425	0.1
551	55	381826.655030	1	-0.735426	0.2
552	55	381826.655030	2	-0.740787	0.3
553	55	381826.655030	3	-0.752432	0.4
554	55	381826.655030	4	-0.752432	0.4
555	55	381826.655030	5	-0.752432	0.5
556	55	381826.655030	6	-0.752432	0.6
557	55	381826.655030	7	-0.764095	0.7
558	55	381826.655030	8	-0.764096	0.8
559	55	381826.655030	9	-0.775455	0.9
560	56	420009.320533	0	-0.775449	0.1
561	56	420009.320533	1	-0.779696	0.2
562	56	420009.320533	2	-0.794371	0.3
563	56	420009.320533	3	-0.808343	0.4
564	56	420009.320533	4	-0.808343	0.5
565	56	420009.320533	5	-0.808343	0.6
566	56	420009.320533	6	-0.817529	0.7
567	56	420009.320533	7	-0.817580	0.8
568	56	420009.320533	8	-0.819545	0.9
569	56	420009.320533	9	-0.819545	1
570	57	462010.252587	0	-0.827099	0.1
571	57	462010.252587	1	-0.841742	0.2
572	57	462010.252587	2	-0.841742	0.3
573	57	462010.252587	3	-0.845346	0.4
574	57	462010.252587	4	-0.845345	0.5
575	57	462010.252587	5	-0.849892	0.6
576	57	462010.252587	6	-0.854222	0.7
577	57	462010.252587	7	-0.854248	0.8
578	57	462010.252587	8	-0.859046	0.9
579	57	462010.252587	9	-0.859046	1
580	58	508211.277845	0	-0.859046	0
581	58	508211.277845	1	-0.859057	0.1
582	58	508211.277845	2	-0.871562	0.2
583	58	508211.277845	3	-0.871562	0.2
584	58	508211.277845	4	-0.874346	0.3
585	58	508211.277845	5	-0.882506	0.4
586	58	508211.277845	6	-0.882506	0.4
587	58	508211.277845	7	-0.882516	0.5
588	58	508211.277845	8	-0.882517	0.6
589	58	508211.277845	9	-0.882516	0.7
590	59	559032.405630	0	-0.892050	0.1
591	59	559032.405630	1	-0.892077	0.2
592	59	559032.405630	2	-0.892077	0.2
593	59	559032.405630	3	-0.892087	0.3
594	59	559032.405630	4	-0.899115	0.4
595	59	559032.405630	5	-0.899114	0.5
596	59	559032.405630	6	-0.915931	0.6
597	59	559032.405630	7	-0.920172	0.7
598	59	559032.405630	8	-0.920183	0.8
599	59	559032.405630	9	-0.921166	0.9
600	60	614935.646193	0	-0.935314	0.1
601	60	614935.646193	1	-0.947367	0.2
602	60	614935.646193	2	-0.947381	0.3
603	60	614935.646193	3	-0.947380	0.4
604	60	614935.646193	4	-0.963336	0.5
605	60	614935.646193	5	-0.968020	0.6
606	60	614935.646193	6	-0.968020	0.7
607	60	614935.646193	7	-0.977753	0.8
608	60	614935.646193	8	-0.985449	0.9
609	60	614935.646193	9	-0.985449	1
610	61	676429.210812	0	-0.985449	0.1
611	61	676429.210812	1	-0.985450	0.2
612	61	676429.210812	2	-0.985450	0.3
613	61	676429.210812	3	-0.985448	0.4
614	61	676429.210812	4	-0.985448	0.5
615	61	676429.210812	5	-1.000262	0.6
616	61	676429.210812	6	-1.000309	0.7
617	61	676429.210812	7	-1.018677	0.8
618	61	676429.210812	8	-1.018709	0.9
619	61	676429.210812	9	-1.018710	1
620	62	744072.131894	0	-1.018710	0
621	62	744072.131894	1	-1.035095	0.1
622	62	744072.131894	2	-1.035095	0.2
623	62	744072.131894	3	-1.035095	0.2
624	62	744072.131894	4	-1.035095	0.2
625	62	744072.131894	5	-1.035103	0.3
626	62	744072.131894	6	-1.035103	0.4
627	62	744072.131894	7	-1.040269	0.5
628	62	744072.131894	8	-1.040269	0.5
629	62	744072.131894	9	-1.040293	0.6
630	63	818479.345083	0	-1.045857	0.1
631	63	818479.345083	1	-1.051167	0.2
632	63	818479.345083	2	-1.051167	0.2
633	63	818479.345083	3	-1.060981	0.3
634	63	818479.345083	4	-1.061030	0.4
635	63	818479.345083	5	-1.061030	0.5
636	63	818479.345083	6	-1.061036	0.6
637	63	818479.345083	7	-1.061033	0.7
